成分コード,意味,服薬指導文章
2290706,サルグラモスチム（遺伝子組換え）,注射部位の紅斑や疼痛等の局所反応なし｜発熱や全身倦怠感の出現なし｜末梢血の状態を含め全身状態は良好
2290800,サルメテロールキシナホ酸塩・フルチカゾンプロピオン酸エステル,吸入後のうがい徹底で嗄声なし｜発作の頻度は減少しており吸入回数も適切｜動悸や手の震え等の副作用なし
2290801,ブデソニド・ホルモテロールフマル酸塩水和物,吸入後のうがい励行を確認｜吸入の手順と残量管理を指導｜喘息症状の安定と夜間の発作状況を評価
2290802,フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物,吸入後のうがいによる口腔カンジダ予防を指導｜吸入後の息止めと手技を再確認｜自覚症状の改善状況を確認
2290803,ビランテロールトリフェニル酢酸塩・フルチカゾンフランカルボン酸エステル,1日1回の吸入継続と服薬タイミングを指導｜吸入後のうがいを徹底｜肺機能の安定性と息切れの程度を評価
2290804,フルチカゾンフランカルボン酸エステル・ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩,3剤配合の吸入器操作を確認｜吸入後の口腔内清潔保持を指導｜COPD症状の安定と息切れの改善を評価
2290805,ブデソニド・グリコピロニウム臭化物・ホルモテロールフマル酸塩水和物,3剤併用による吸入効果と副作用を確認｜吸入後のうがいを指導｜呼吸状態の安定と動悸・震え等の副作用有無を評価
2290806,インダカテロール酢酸塩・モメタゾンフランカルボン酸エステル,吸入後のうがいを徹底指導し、口腔内真菌症の発生がないか経過観察を行う｜吸入操作の習熟度を確認し、残量管理について指導を実施した｜副作用の有無を確認し、継続的な服薬アドヒアランスの維持に努める
2290807,インダカテロール酢酸塩・グリコピロニウム臭化物・モメタゾンフランカルボン酸エステル,3成分配合剤の吸入操作について確認し、誤用がないか指導した｜口渇の副作用が発現していないか確認し、口腔内ケアの重要性を説明した｜吸入後のうがい徹底を再確認し、喘息コントロール状況の推移を注視する
2312001,タンニン酸アルブミン,服用後の排便状況を確認し、止瀉効果の発現を注視する｜服用による便秘等の副作用がないかを確認し、改善後の休薬について説明した｜症状の改善度合いを確認し、水分摂取と合わせて継続使用の判断を促す
2314002,ベルベリン塩化物水和物,下痢症状の改善状況を確認し、漫然とした長期投与を防ぐ方針とした｜服用後の消化器症状に留意し、症状消失後の休薬タイミングを伝えた｜服用による腹部不快感の有無を聴取し、経過観察を行う
2314400,ベルベリン硫酸塩水和物,整腸剤との併用状況および便通の改善傾向を確認した｜服用期間中の症状推移を観察し、長引く場合は受診を勧奨する方針とした｜消化器症状の改善を認めるため、頓用による使用法を再確認した
2315002,次硝酸ビスマス,便が黒くなる場合があることを説明し、経過を観察する。｜服用中の黒色便は成分由来であることを伝え、不安がないか確認する。｜胃粘膜保護作用を確認し、腹部症状の改善状況を評価する。
2316002,耐性乳酸菌,便通異常の改善傾向を確認し、継続服用の方針とする。｜胃腸症状の変化を聴取し、継続的な経過観察を行う。｜排便回数や性状が安定していることを確認する。
2316003,ビフィズス菌,腸内環境の整調効果を確認し、症状の経過を観察する。｜便通の安定状況を確認し、継続投与の必要性を判断する。｜腹部膨満感や軟便の改善を確認し、服用継続を指導する。
2316004,耐性乳酸菌,消化器症状の緩和状況を確認し、経過をモニタリングする。｜継続服用による便通のコントロール状況を評価する。｜他剤との併用による整腸効果を確認し、経過観察する。
2316009,酪酸菌,便の性状改善を確認し、継続服用の方針とする。｜腸内環境の正常化に向けた経過を観察する。｜下痢や軟便症状の消失を確認し、服用継続を判断する。
2316012,ラクトミン,整腸作用により排便状況が改善傾向にある｜便通異常の症状緩和を確認できた｜継続的な服用で腸内環境の安定を図る方針
2316014,ビフィズス菌,腹部膨満感の改善が見られ順調に経過している｜便性・排便回数ともに安定している｜継続服用による腸内菌叢の良好な維持を確認
2316016,耐性乳酸菌,抗菌薬併用下における便性悪化の抑制を評価｜下痢症状の改善を確認し、継続服用が適切と判断｜服用前後での便の状態に大きな変化はなく経過良好
2316017,酪酸菌,便通の安定に加え腹部症状も緩和している｜腸内環境の改善によるQOL向上を確認｜継続使用により便通異常の再発防止に努める方針
2316018,ビフィズス菌,軟便傾向が改善し排便リズムが安定している｜服用により腸内環境が整い症状が鎮静化している｜自覚症状の改善が見られ継続服用にて経過を観察
2316019,耐性乳酸菌,整腸作用による便通改善の状況を確認。｜定期的服用による腸内フローラへの寄与を確認。｜自覚症状の改善傾向を認め、継続服用の方針を確認。
2316020,ビフィズス菌,便通の安定状況を聴取。｜継続的な摂取による排便習慣の定着を確認。｜腸内環境の改善が見られ、服用継続により経過観察。
